1.1149 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
288.7388 	EXP 	cross_listen: autoDraw = False
288.7388 	EXP 	cross_listen: autoDraw = True
303.5383 	EXP 	cross_listen: autoDraw = False
303.5383 	EXP 	text_3: autoDraw = True
304.5384 	EXP 	text_3: autoDraw = False
304.5384 	EXP 	text_3: autoDraw = False
304.5384 	EXP 	cross_imagine: autoDraw = True
304.5384 	EXP 	text: autoDraw = True
319.3382 	EXP 	cross_imagine: autoDraw = False
319.3382 	EXP 	text: autoDraw = False
319.3382 	EXP 	cross_imagine: autoDraw = False
319.3382 	EXP 	text: autoDraw = False
319.3382 	EXP 	text_4: autoDraw = True
320.3383 	EXP 	text_4: autoDraw = False
320.3383 	EXP 	text_4: autoDraw = False
320.3383 	EXP 	cross_imagine_2: autoDraw = True
320.3383 	EXP 	text_2: autoDraw = True
335.1429 	EXP 	cross_imagine_2: autoDraw = False
335.1429 	EXP 	text_2: autoDraw = False
335.1429 	EXP 	cross_imagine_2: autoDraw = False
335.1429 	EXP 	text_2: autoDraw = False
335.1429 	EXP 	Instruction_next_trial: autoDraw = True
338.1378 	EXP 	New trial (rep=1, index=0): None
338.1419 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
338.1423 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
338.1425 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
338.1604 	EXP 	Instruction_next_trial: autoDraw = False
338.1604 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
340.1444 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
340.1446 	EXP 	New trial (rep=0, index=0): None
340.1550 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
340.1550 	EXP 	cross_listen: autoDraw = True
354.9380 	EXP 	New trial (rep=1, index=0): None
354.9537 	EXP 	cross_listen: autoDraw = False
354.9537 	EXP 	cross_listen: autoDraw = True
369.7377 	EXP 	New trial (rep=2, index=0): None
369.7579 	EXP 	cross_listen: autoDraw = False
369.7579 	EXP 	cross_listen: autoDraw = False
369.7579 	EXP 	cross_listen: autoDraw = True
384.5428 	EXP 	New trial (rep=3, index=0): None
384.5538 	EXP 	cross_listen: autoDraw = False
384.5538 	EXP 	cross_listen: autoDraw = True
399.3527 	EXP 	cross_listen: autoDraw = False
399.3527 	EXP 	cross_listen: autoDraw = False
399.3527 	EXP 	text_3: autoDraw = True
400.3529 	EXP 	text_3: autoDraw = False
400.3529 	EXP 	text_3: autoDraw = False
400.3529 	EXP 	cross_imagine: autoDraw = True
400.3529 	EXP 	text: autoDraw = True
415.1523 	EXP 	cross_imagine: autoDraw = False
415.1523 	EXP 	text: autoDraw = False
415.1523 	EXP 	cross_imagine: autoDraw = False
415.1523 	EXP 	text: autoDraw = False
415.1523 	EXP 	text_4: autoDraw = True
416.1523 	EXP 	text_4: autoDraw = False
416.1523 	EXP 	text_4: autoDraw = False
416.1523 	EXP 	cross_imagine_2: autoDraw = True
416.1523 	EXP 	text_2: autoDraw = True
430.9521 	EXP 	cross_imagine_2: autoDraw = False
430.9521 	EXP 	text_2: autoDraw = False
430.9521 	EXP 	cross_imagine_2: autoDraw = False
430.9521 	EXP 	text_2: autoDraw = False
430.9521 	EXP 	Instruction_next_trial: autoDraw = True
433.9357 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
433.9520 	EXP 	Instruction_next_trial: autoDraw = False
433.9520 	EXP 	Instruction_next_trial: autoDraw = False
433.9520 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
435.9360 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
435.9361 	EXP 	New trial (rep=0, index=0): None
435.9571 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
435.9571 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
435.9571 	EXP 	cross_listen: autoDraw = True
450.7533 	EXP 	New trial (rep=1, index=0): None
450.7681 	EXP 	cross_listen: autoDraw = False
450.7681 	EXP 	cross_listen: autoDraw = True
465.5519 	EXP 	New trial (rep=2, index=0): None
465.5725 	EXP 	cross_listen: autoDraw = False
465.5725 	EXP 	cross_listen: autoDraw = False
465.5725 	EXP 	cross_listen: autoDraw = True
480.3576 	EXP 	New trial (rep=3, index=0): None
480.3680 	EXP 	cross_listen: autoDraw = False
480.3680 	EXP 	cross_listen: autoDraw = True
495.1671 	EXP 	cross_listen: autoDraw = False
495.1671 	EXP 	cross_listen: autoDraw = False
495.1671 	EXP 	text_3: autoDraw = True
496.1670 	EXP 	text_3: autoDraw = False
496.1670 	EXP 	text_3: autoDraw = False
496.1670 	EXP 	cross_imagine: autoDraw = True
496.1670 	EXP 	text: autoDraw = True
510.9667 	EXP 	cross_imagine: autoDraw = False
510.9667 	EXP 	text: autoDraw = False
510.9667 	EXP 	cross_imagine: autoDraw = False
510.9667 	EXP 	text: autoDraw = False
510.9667 	EXP 	text_4: autoDraw = True
511.9666 	EXP 	text_4: autoDraw = False
511.9666 	EXP 	text_4: autoDraw = False
511.9666 	EXP 	cross_imagine_2: autoDraw = True
511.9666 	EXP 	text_2: autoDraw = True
526.7662 	EXP 	cross_imagine_2: autoDraw = False
526.7662 	EXP 	text_2: autoDraw = False
526.7662 	EXP 	cross_imagine_2: autoDraw = False
526.7662 	EXP 	text_2: autoDraw = False
526.7662 	EXP 	Instruction_next_trial: autoDraw = True
529.7501 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
529.7662 	EXP 	Instruction_next_trial: autoDraw = False
529.7662 	EXP 	Instruction_next_trial: autoDraw = False
529.7662 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
531.7502 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
531.7503 	EXP 	New trial (rep=0, index=0): None
531.7662 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
531.7662 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
531.7662 	EXP 	cross_listen: autoDraw = True
546.5526 	EXP 	New trial (rep=1, index=0): None
546.5657 	EXP 	cross_listen: autoDraw = False
546.5657 	EXP 	cross_listen: autoDraw = False
546.5657 	EXP 	cross_listen: autoDraw = True
561.3496 	EXP 	New trial (rep=2, index=0): None
561.3656 	EXP 	cross_listen: autoDraw = False
561.3656 	EXP 	cross_listen: autoDraw = False
561.3656 	EXP 	cross_listen: autoDraw = True
576.1503 	EXP 	New trial (rep=3, index=0): None
576.1654 	EXP 	cross_listen: autoDraw = False
576.1654 	EXP 	cross_listen: autoDraw = False
576.1654 	EXP 	cross_listen: autoDraw = True
590.9648 	EXP 	cross_listen: autoDraw = False
590.9648 	EXP 	text_3: autoDraw = True
591.9705 	EXP 	text_3: autoDraw = False
591.9705 	EXP 	text_3: autoDraw = False
591.9705 	EXP 	cross_imagine: autoDraw = True
591.9705 	EXP 	text: autoDraw = True
606.7812 	EXP 	cross_imagine: autoDraw = False
606.7812 	EXP 	text: autoDraw = False
606.7812 	EXP 	text_4: autoDraw = True
607.7812 	EXP 	text_4: autoDraw = False
607.7812 	EXP 	cross_imagine_2: autoDraw = True
607.7812 	EXP 	text_2: autoDraw = True
622.5807 	EXP 	cross_imagine_2: autoDraw = False
622.5807 	EXP 	text_2: autoDraw = False
622.5807 	EXP 	Instruction_next_trial: autoDraw = True
625.5647 	EXP 	New trial (rep=2, index=0): None
625.5738 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
625.5749 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
625.5753 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
625.5874 	EXP 	Instruction_next_trial: autoDraw = False
625.5874 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
627.5648 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
627.5651 	EXP 	New trial (rep=0, index=0): None
627.5842 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
627.5842 	EXP 	cross_listen: autoDraw = True
642.3640 	EXP 	New trial (rep=1, index=0): None
642.3859 	EXP 	cross_listen: autoDraw = False
642.3859 	EXP 	cross_listen: autoDraw = True
657.1682 	EXP 	New trial (rep=2, index=0): None
657.1819 	EXP 	cross_listen: autoDraw = False
657.1819 	EXP 	cross_listen: autoDraw = True
671.9657 	EXP 	New trial (rep=3, index=0): None
671.9796 	EXP 	cross_listen: autoDraw = False
671.9796 	EXP 	cross_listen: autoDraw = False
671.9796 	EXP 	cross_listen: autoDraw = True
686.7790 	EXP 	cross_listen: autoDraw = False
686.7790 	EXP 	cross_listen: autoDraw = False
686.7790 	EXP 	text_3: autoDraw = True
687.7830 	EXP 	text_3: autoDraw = False
687.7830 	EXP 	text_3: autoDraw = False
687.7830 	EXP 	cross_imagine: autoDraw = True
687.7830 	EXP 	text: autoDraw = True
702.5956 	EXP 	cross_imagine: autoDraw = False
702.5956 	EXP 	text: autoDraw = False
702.5956 	EXP 	text_4: autoDraw = True
703.5787 	EXP 	text_4: autoDraw = False
703.5787 	EXP 	cross_imagine_2: autoDraw = True
703.5787 	EXP 	text_2: autoDraw = True
718.3785 	EXP 	cross_imagine_2: autoDraw = False
718.3785 	EXP 	text_2: autoDraw = False
718.3785 	EXP 	cross_imagine_2: autoDraw = False
718.3785 	EXP 	text_2: autoDraw = False
718.3785 	EXP 	Instruction_next_trial: autoDraw = True
721.3671 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
721.3783 	EXP 	Instruction_next_trial: autoDraw = False
721.3783 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
723.3628 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
723.3631 	EXP 	New trial (rep=0, index=0): None
723.3784 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
723.3784 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
723.3784 	EXP 	cross_listen: autoDraw = True
738.1629 	EXP 	New trial (rep=1, index=0): None
738.1779 	EXP 	cross_listen: autoDraw = False
738.1779 	EXP 	cross_listen: autoDraw = False
738.1779 	EXP 	cross_listen: autoDraw = True
752.9625 	EXP 	New trial (rep=2, index=0): None
752.9776 	EXP 	cross_listen: autoDraw = False
752.9776 	EXP 	cross_listen: autoDraw = False
752.9776 	EXP 	cross_listen: autoDraw = True
767.7621 	EXP 	New trial (rep=3, index=0): None
767.7772 	EXP 	cross_listen: autoDraw = False
767.7772 	EXP 	cross_listen: autoDraw = False
767.7772 	EXP 	cross_listen: autoDraw = True
782.5769 	EXP 	cross_listen: autoDraw = False
782.5769 	EXP 	cross_listen: autoDraw = False
782.5769 	EXP 	text_3: autoDraw = True
783.5768 	EXP 	text_3: autoDraw = False
783.5768 	EXP 	text_3: autoDraw = False
783.5768 	EXP 	cross_imagine: autoDraw = True
783.5768 	EXP 	text: autoDraw = True
798.3764 	EXP 	cross_imagine: autoDraw = False
798.3764 	EXP 	text: autoDraw = False
798.3764 	EXP 	cross_imagine: autoDraw = False
798.3764 	EXP 	text: autoDraw = False
798.3764 	EXP 	text_4: autoDraw = True
799.3764 	EXP 	text_4: autoDraw = False
799.3764 	EXP 	cross_imagine_2: autoDraw = True
799.3764 	EXP 	text_2: autoDraw = True
814.1761 	EXP 	cross_imagine_2: autoDraw = False
814.1761 	EXP 	text_2: autoDraw = False
814.1761 	EXP 	cross_imagine_2: autoDraw = False
814.1761 	EXP 	text_2: autoDraw = False
814.1761 	EXP 	Instruction_next_trial: autoDraw = True
