1.1504 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
32.9965 	EXP 	Created cross_imagine_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=0.01, name='cross_imagine_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
33.0014 	EXP 	Created Instruction_next_trial = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instruction_next_trial', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
33.0057 	EXP 	Created Ending = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Ending', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='This is the end of the experiment. Thank you. ', units='height', win=Window(...), wrapWidth=1)
33.0170 	EXP 	Introduction: autoDraw = True
35.0124 	EXP 	Introduction: autoDraw = False
35.0124 	EXP 	listen_instr: autoDraw = True
52.4971 	DATA 	Keypress: space
52.5041 	EXP 	Introduction: autoDraw = False
52.5041 	EXP 	listen_instr: autoDraw = False
52.5041 	EXP 	cross: autoDraw = True
52.5041 	EXP 	Put_hands: autoDraw = True
56.4963 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
56.4966 	EXP 	New trial (rep=0, index=0): None
56.5042 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
56.5046 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
56.5048 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
56.5150 	EXP 	cross: autoDraw = False
56.5150 	EXP 	Put_hands: autoDraw = False
56.5150 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
60.4956 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
60.4958 	EXP 	New trial (rep=0, index=0): None
60.5157 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
60.5157 	EXP 	cross_listen: autoDraw = True
75.2955 	EXP 	New trial (rep=1, index=0): None
75.3116 	EXP 	cross_listen: autoDraw = False
75.3116 	EXP 	cross_listen: autoDraw = True
90.0953 	EXP 	New trial (rep=2, index=0): None
90.1113 	EXP 	cross_listen: autoDraw = False
90.1113 	EXP 	cross_listen: autoDraw = False
90.1113 	EXP 	cross_listen: autoDraw = True
104.8959 	EXP 	New trial (rep=3, index=0): None
104.9108 	EXP 	cross_listen: autoDraw = False
104.9108 	EXP 	cross_listen: autoDraw = True
119.7105 	EXP 	cross_listen: autoDraw = False
119.7105 	EXP 	cross_listen: autoDraw = False
119.7105 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
127.7103 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
127.7103 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
127.7103 	EXP 	cross_imagine: autoDraw = True
142.5136 	EXP 	cross_imagine: autoDraw = False
142.5136 	EXP 	cross_imagine: autoDraw = False
142.5136 	EXP 	Imagine_instruction_2: autoDraw = True
150.5263 	EXP 	Imagine_instruction_2: autoDraw = False
150.5263 	EXP 	cross_imagine_2: autoDraw = True
165.3259 	EXP 	cross_imagine_2: autoDraw = False
165.3259 	EXP 	Instruction_next_trial: autoDraw = True
169.3096 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
169.3257 	EXP 	Instruction_next_trial: autoDraw = False
169.3257 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
173.3095 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
173.3097 	EXP 	New trial (rep=0, index=0): None
173.3259 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
173.3259 	EXP 	cross_listen: autoDraw = True
188.1092 	EXP 	New trial (rep=1, index=0): None
188.1253 	EXP 	cross_listen: autoDraw = False
188.1253 	EXP 	cross_listen: autoDraw = True
202.9096 	EXP 	New trial (rep=2, index=0): None
202.9250 	EXP 	cross_listen: autoDraw = False
202.9250 	EXP 	cross_listen: autoDraw = True
217.7087 	EXP 	New trial (rep=3, index=0): None
217.7246 	EXP 	cross_listen: autoDraw = False
217.7246 	EXP 	cross_listen: autoDraw = False
217.7246 	EXP 	cross_listen: autoDraw = True
232.5274 	EXP 	cross_listen: autoDraw = False
232.5274 	EXP 	cross_listen: autoDraw = False
232.5274 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
240.5406 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
240.5406 	EXP 	cross_imagine: autoDraw = True
255.3402 	EXP 	cross_imagine: autoDraw = False
255.3402 	EXP 	Imagine_instruction_2: autoDraw = True
263.3424 	EXP 	Imagine_instruction_2: autoDraw = False
263.3424 	EXP 	cross_imagine_2: autoDraw = True
278.1396 	EXP 	cross_imagine_2: autoDraw = False
278.1396 	EXP 	Instruction_next_trial: autoDraw = True
282.1232 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
282.1397 	EXP 	Instruction_next_trial: autoDraw = False
282.1397 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
286.1120 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
286.1123 	EXP 	New trial (rep=0, index=0): None
286.1263 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
286.1263 	EXP 	cross_listen: autoDraw = True
300.9231 	EXP 	New trial (rep=1, index=0): None
300.9454 	EXP 	cross_listen: autoDraw = False
300.9454 	EXP 	cross_listen: autoDraw = True
315.7252 	EXP 	New trial (rep=2, index=0): None
315.7387 	EXP 	cross_listen: autoDraw = False
315.7387 	EXP 	cross_listen: autoDraw = True
330.5248 	EXP 	New trial (rep=3, index=0): None
330.5383 	EXP 	cross_listen: autoDraw = False
330.5383 	EXP 	cross_listen: autoDraw = False
330.5383 	EXP 	cross_listen: autoDraw = True
345.3381 	EXP 	cross_listen: autoDraw = False
345.3381 	EXP 	cross_listen: autoDraw = False
345.3381 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
353.3399 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
353.3399 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
353.3399 	EXP 	cross_imagine: autoDraw = True
368.1373 	EXP 	cross_imagine: autoDraw = False
368.1373 	EXP 	Imagine_instruction_2: autoDraw = True
376.1372 	EXP 	Imagine_instruction_2: autoDraw = False
376.1372 	EXP 	Imagine_instruction_2: autoDraw = False
376.1372 	EXP 	cross_imagine_2: autoDraw = True
390.9380 	EXP 	cross_imagine_2: autoDraw = False
390.9380 	EXP 	cross_imagine_2: autoDraw = False
390.9380 	EXP 	Instruction_next_trial: autoDraw = True
394.9372 	EXP 	New trial (rep=1, index=0): None
394.9429 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
394.9433 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
394.9435 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
394.9561 	EXP 	Instruction_next_trial: autoDraw = False
394.9561 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
398.9372 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
398.9373 	EXP 	New trial (rep=0, index=0): None
398.9596 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
398.9596 	EXP 	cross_listen: autoDraw = True
413.7368 	EXP 	New trial (rep=1, index=0): None
413.7532 	EXP 	cross_listen: autoDraw = False
413.7532 	EXP 	cross_listen: autoDraw = True
428.5367 	EXP 	New trial (rep=2, index=0): None
428.5527 	EXP 	cross_listen: autoDraw = False
428.5527 	EXP 	cross_listen: autoDraw = False
428.5527 	EXP 	cross_listen: autoDraw = True
443.3415 	EXP 	New trial (rep=3, index=0): None
443.3521 	EXP 	cross_listen: autoDraw = False
443.3521 	EXP 	cross_listen: autoDraw = True
458.1517 	EXP 	cross_listen: autoDraw = False
458.1517 	EXP 	cross_listen: autoDraw = False
458.1517 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
466.1573 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
466.1573 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
466.1573 	EXP 	cross_imagine: autoDraw = True
480.9680 	EXP 	cross_imagine: autoDraw = False
480.9680 	EXP 	Imagine_instruction_2: autoDraw = True
488.9678 	EXP 	Imagine_instruction_2: autoDraw = False
488.9678 	EXP 	cross_imagine_2: autoDraw = True
503.7737 	EXP 	cross_imagine_2: autoDraw = False
503.7737 	EXP 	Instruction_next_trial: autoDraw = True
507.7509 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
507.7687 	EXP 	Instruction_next_trial: autoDraw = False
507.7687 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
511.7511 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
511.7513 	EXP 	New trial (rep=0, index=0): None
511.7675 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
511.7675 	EXP 	cross_listen: autoDraw = True
526.5508 	EXP 	New trial (rep=1, index=0): None
526.5725 	EXP 	cross_listen: autoDraw = False
526.5725 	EXP 	cross_listen: autoDraw = True
541.3673 	EXP 	New trial (rep=2, index=0): None
541.3835 	EXP 	cross_listen: autoDraw = False
541.3835 	EXP 	cross_listen: autoDraw = True
556.1667 	EXP 	New trial (rep=3, index=0): None
556.1828 	EXP 	cross_listen: autoDraw = False
556.1828 	EXP 	cross_listen: autoDraw = False
556.1828 	EXP 	cross_listen: autoDraw = True
570.9882 	EXP 	cross_listen: autoDraw = False
570.9882 	EXP 	cross_listen: autoDraw = False
570.9882 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
579.0009 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
579.0009 	EXP 	cross_imagine: autoDraw = True
593.8040 	EXP 	cross_imagine: autoDraw = False
593.8040 	EXP 	Imagine_instruction_2: autoDraw = True
601.7982 	EXP 	Imagine_instruction_2: autoDraw = False
601.7982 	EXP 	cross_imagine_2: autoDraw = True
616.5990 	EXP 	cross_imagine_2: autoDraw = False
616.5990 	EXP 	Instruction_next_trial: autoDraw = True
620.5872 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
620.5977 	EXP 	Instruction_next_trial: autoDraw = False
620.5977 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
624.5814 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
624.5816 	EXP 	New trial (rep=0, index=0): None
624.5994 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
624.5994 	EXP 	cross_listen: autoDraw = True
639.3812 	EXP 	New trial (rep=1, index=0): None
639.3973 	EXP 	cross_listen: autoDraw = False
639.3973 	EXP 	cross_listen: autoDraw = True
654.1811 	EXP 	New trial (rep=2, index=0): None
654.1970 	EXP 	cross_listen: autoDraw = False
654.1970 	EXP 	cross_listen: autoDraw = False
654.1970 	EXP 	cross_listen: autoDraw = True
668.9856 	EXP 	New trial (rep=3, index=0): None
668.9965 	EXP 	cross_listen: autoDraw = False
668.9965 	EXP 	cross_listen: autoDraw = True
683.7970 	EXP 	cross_listen: autoDraw = False
683.7970 	EXP 	cross_listen: autoDraw = False
683.7970 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
691.8126 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
691.8126 	EXP 	cross_imagine: autoDraw = True
706.5955 	EXP 	cross_imagine: autoDraw = False
706.5955 	EXP 	Imagine_instruction_2: autoDraw = True
714.5956 	EXP 	Imagine_instruction_2: autoDraw = False
714.5956 	EXP 	Imagine_instruction_2: autoDraw = False
714.5956 	EXP 	cross_imagine_2: autoDraw = True
729.4008 	EXP 	cross_imagine_2: autoDraw = False
729.4008 	EXP 	cross_imagine_2: autoDraw = False
729.4008 	EXP 	Instruction_next_trial: autoDraw = True
733.3953 	EXP 	New trial (rep=2, index=0): None
733.4011 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
733.4015 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
733.4018 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
733.4140 	EXP 	Instruction_next_trial: autoDraw = False
733.4140 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
737.3815 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
737.3816 	EXP 	New trial (rep=0, index=0): None
737.3949 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
737.3949 	EXP 	cross_listen: autoDraw = True
752.1787 	EXP 	New trial (rep=1, index=0): None
752.1963 	EXP 	cross_listen: autoDraw = False
752.1963 	EXP 	cross_listen: autoDraw = False
752.1963 	EXP 	cross_listen: autoDraw = True
766.9948 	EXP 	New trial (rep=2, index=0): None
767.0172 	EXP 	cross_listen: autoDraw = False
767.0172 	EXP 	cross_listen: autoDraw = True
781.8110 	EXP 	New trial (rep=3, index=0): None
781.8331 	EXP 	cross_listen: autoDraw = False
781.8331 	EXP 	cross_listen: autoDraw = True
796.6267 	EXP 	cross_listen: autoDraw = False
796.6267 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
804.6265 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
804.6265 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
804.6265 	EXP 	cross_imagine: autoDraw = True
819.4264 	EXP 	cross_imagine: autoDraw = False
819.4264 	EXP 	cross_imagine: autoDraw = False
819.4264 	EXP 	Imagine_instruction_2: autoDraw = True
827.4322 	EXP 	Imagine_instruction_2: autoDraw = False
827.4322 	EXP 	Imagine_instruction_2: autoDraw = False
827.4322 	EXP 	cross_imagine_2: autoDraw = True
842.2422 	EXP 	cross_imagine_2: autoDraw = False
842.2422 	EXP 	Instruction_next_trial: autoDraw = True
846.2258 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp1/snare_mp2.wav'}
846.2485 	EXP 	Instruction_next_trial: autoDraw = False
846.2485 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
850.2310 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
850.2312 	EXP 	New trial (rep=0, index=0): None
850.2419 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
850.2419 	EXP 	cross_listen: autoDraw = True
865.0255 	EXP 	New trial (rep=1, index=0): None
865.0435 	EXP 	cross_listen: autoDraw = False
865.0435 	EXP 	cross_listen: autoDraw = True
879.8419 	EXP 	New trial (rep=2, index=0): None
879.8631 	EXP 	cross_listen: autoDraw = False
879.8631 	EXP 	cross_listen: autoDraw = True
894.6582 	EXP 	New trial (rep=3, index=0): None
894.6790 	EXP 	cross_listen: autoDraw = False
894.6790 	EXP 	cross_listen: autoDraw = True
909.4737 	EXP 	cross_listen: autoDraw = False
909.4737 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
917.4737 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
917.4737 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
917.4737 	EXP 	cross_imagine: autoDraw = True
932.2742 	EXP 	cross_imagine: autoDraw = False
932.2742 	EXP 	cross_imagine: autoDraw = False
932.2742 	EXP 	Imagine_instruction_2: autoDraw = True
940.2730 	EXP 	Imagine_instruction_2: autoDraw = False
940.2730 	EXP 	Imagine_instruction_2: autoDraw = False
940.2730 	EXP 	cross_imagine_2: autoDraw = True
955.0726 	EXP 	cross_imagine_2: autoDraw = False
955.0726 	EXP 	cross_imagine_2: autoDraw = False
955.0726 	EXP 	Instruction_next_trial: autoDraw = True
959.0570 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp1/snare_mp1.wav'}
959.0725 	EXP 	Instruction_next_trial: autoDraw = False
959.0725 	EXP 	Instruction_next_trial: autoDraw = False
959.0725 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
963.0569 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
963.0571 	EXP 	New trial (rep=0, index=0): None
963.0752 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
963.0752 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
963.0752 	EXP 	cross_listen: autoDraw = True
977.8775 	EXP 	New trial (rep=1, index=0): None
977.8894 	EXP 	cross_listen: autoDraw = False
977.8894 	EXP 	cross_listen: autoDraw = True
992.6892 	EXP 	New trial (rep=2, index=0): None
992.7062 	EXP 	cross_listen: autoDraw = False
992.7062 	EXP 	cross_listen: autoDraw = True
1007.5062 	EXP 	New trial (rep=3, index=0): None
1007.5214 	EXP 	cross_listen: autoDraw = False
1007.5214 	EXP 	cross_listen: autoDraw = True
1022.3210 	EXP 	cross_listen: autoDraw = False
1022.3210 	EXP 	cross_listen: autoDraw = False
1022.3210 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1030.3209 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1030.3209 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
1030.3209 	EXP 	cross_imagine: autoDraw = True
1045.1205 	EXP 	cross_imagine: autoDraw = False
1045.1205 	EXP 	cross_imagine: autoDraw = False
1045.1205 	EXP 	Imagine_instruction_2: autoDraw = True
1053.1204 	EXP 	Imagine_instruction_2: autoDraw = False
1053.1204 	EXP 	Imagine_instruction_2: autoDraw = False
1053.1204 	EXP 	cross_imagine_2: autoDraw = True
1067.9211 	EXP 	cross_imagine_2: autoDraw = False
1067.9211 	EXP 	cross_imagine_2: autoDraw = False
1067.9211 	EXP 	Instruction_next_trial: autoDraw = True
1071.9203 	EXP 	New trial (rep=3, index=0): None
1071.9265 	EXP 	Imported stimuli_list_exp1.xlsx as conditions, 3 conditions, 1 params
1071.9271 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
1071.9274 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp1/snare_iso.wav'}
1071.9390 	EXP 	Instruction_next_trial: autoDraw = False
1071.9390 	EXP 	Listening_Tap_Instruction_3: autoDraw = True
1075.9211 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
1075.9212 	EXP 	New trial (rep=0, index=0): None
1075.9364 	EXP 	Listening_Tap_Instruction_3: autoDraw = False
1075.9364 	EXP 	cross_listen: autoDraw = True
1090.7204 	EXP 	New trial (rep=1, index=0): None
1090.7359 	EXP 	cross_listen: autoDraw = False
1090.7359 	EXP 	cross_listen: autoDraw = True
1105.5198 	EXP 	New trial (rep=2, index=0): None
1105.5357 	EXP 	cross_listen: autoDraw = False
1105.5357 	EXP 	cross_listen: autoDraw = False
1105.5357 	EXP 	cross_listen: autoDraw = True
1120.3194 	EXP 	New trial (rep=3, index=0): None
1120.3354 	EXP 	cross_listen: autoDraw = False
1120.3354 	EXP 	cross_listen: autoDraw = False
1120.3354 	EXP 	cross_listen: autoDraw = True
1135.1349 	EXP 	cross_listen: autoDraw = False
1135.1349 	EXP 	cross_listen: autoDraw = False
1135.1349 	EXP 	Tap_Imagine_instruction_2: autoDraw = True
1143.1346 	EXP 	Tap_Imagine_instruction_2: autoDraw = False
