1.3647 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
61.7130 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
61.7324 	EXP 	Instruction_next_trial: autoDraw = False
61.7324 	EXP 	cross_listen: autoDraw = True
73.7404 	EXP 	cross_listen: autoDraw = False
73.7404 	EXP 	Instruction_next_trial: autoDraw = True
74.7241 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
74.7421 	EXP 	Instruction_next_trial: autoDraw = False
74.7421 	EXP 	cross_listen: autoDraw = True
86.7403 	EXP 	cross_listen: autoDraw = False
86.7403 	EXP 	Instruction_next_trial: autoDraw = True
87.7285 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
87.7475 	EXP 	Instruction_next_trial: autoDraw = False
87.7475 	EXP 	cross_listen: autoDraw = True
99.7401 	EXP 	cross_listen: autoDraw = False
99.7401 	EXP 	Instruction_next_trial: autoDraw = True
100.7238 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
100.7444 	EXP 	Instruction_next_trial: autoDraw = False
100.7444 	EXP 	cross_listen: autoDraw = True
112.7226 	EXP 	cross_listen: autoDraw = False
112.7226 	EXP 	Instruction_next_trial: autoDraw = True
113.7066 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
113.7226 	EXP 	Instruction_next_trial: autoDraw = False
113.7226 	EXP 	Instruction_next_trial: autoDraw = False
113.7226 	EXP 	cross_listen: autoDraw = True
125.7252 	EXP 	cross_listen: autoDraw = False
125.7252 	EXP 	cross_listen: autoDraw = False
125.7252 	EXP 	Instruction_next_trial: autoDraw = True
126.7234 	EXP 	New trial (rep=1, index=0): None
126.7323 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
126.7330 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
126.7335 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
126.7460 	EXP 	Instruction_next_trial: autoDraw = False
126.7460 	EXP 	cross_listen: autoDraw = True
138.7387 	EXP 	cross_listen: autoDraw = False
138.7387 	EXP 	Instruction_next_trial: autoDraw = True
139.7223 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
139.7404 	EXP 	Instruction_next_trial: autoDraw = False
139.7404 	EXP 	cross_listen: autoDraw = True
151.7389 	EXP 	cross_listen: autoDraw = False
151.7389 	EXP 	Instruction_next_trial: autoDraw = True
152.7226 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
152.7389 	EXP 	Instruction_next_trial: autoDraw = False
152.7389 	EXP 	cross_listen: autoDraw = True
164.7385 	EXP 	cross_listen: autoDraw = False
164.7385 	EXP 	Instruction_next_trial: autoDraw = True
165.7221 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
165.7384 	EXP 	Instruction_next_trial: autoDraw = False
165.7384 	EXP 	cross_listen: autoDraw = True
177.7382 	EXP 	cross_listen: autoDraw = False
177.7382 	EXP 	Instruction_next_trial: autoDraw = True
178.7217 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
178.7381 	EXP 	Instruction_next_trial: autoDraw = False
178.7381 	EXP 	cross_listen: autoDraw = True
190.7377 	EXP 	cross_listen: autoDraw = False
190.7377 	EXP 	Instruction_next_trial: autoDraw = True
191.7215 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
191.7378 	EXP 	Instruction_next_trial: autoDraw = False
191.7378 	EXP 	cross_listen: autoDraw = True
203.7375 	EXP 	cross_listen: autoDraw = False
203.7375 	EXP 	Instruction_next_trial: autoDraw = True
204.7213 	EXP 	New trial (rep=2, index=0): None
204.7302 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
204.7311 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
204.7315 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
204.7436 	EXP 	Instruction_next_trial: autoDraw = False
204.7436 	EXP 	cross_listen: autoDraw = True
216.7372 	EXP 	cross_listen: autoDraw = False
216.7372 	EXP 	Instruction_next_trial: autoDraw = True
217.7208 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
217.7372 	EXP 	Instruction_next_trial: autoDraw = False
217.7372 	EXP 	cross_listen: autoDraw = True
229.7367 	EXP 	cross_listen: autoDraw = False
229.7367 	EXP 	Instruction_next_trial: autoDraw = True
230.7239 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
230.7367 	EXP 	Instruction_next_trial: autoDraw = False
230.7367 	EXP 	cross_listen: autoDraw = True
242.7364 	EXP 	cross_listen: autoDraw = False
242.7364 	EXP 	Instruction_next_trial: autoDraw = True
243.7248 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
243.7380 	EXP 	Instruction_next_trial: autoDraw = False
243.7380 	EXP 	cross_listen: autoDraw = True
255.7362 	EXP 	cross_listen: autoDraw = False
255.7362 	EXP 	Instruction_next_trial: autoDraw = True
256.7204 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
256.7361 	EXP 	Instruction_next_trial: autoDraw = False
256.7361 	EXP 	cross_listen: autoDraw = True
268.7387 	EXP 	cross_listen: autoDraw = False
268.7387 	EXP 	Instruction_next_trial: autoDraw = True
269.7197 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
269.7393 	EXP 	Instruction_next_trial: autoDraw = False
269.7393 	EXP 	cross_listen: autoDraw = True
281.7411 	EXP 	cross_listen: autoDraw = False
281.7411 	EXP 	Instruction_next_trial: autoDraw = True
282.7194 	EXP 	New trial (rep=3, index=0): None
282.7301 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
282.7312 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
282.7316 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
282.7436 	EXP 	Instruction_next_trial: autoDraw = False
282.7436 	EXP 	cross_listen: autoDraw = True
294.7354 	EXP 	cross_listen: autoDraw = False
294.7354 	EXP 	Instruction_next_trial: autoDraw = True
295.7190 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
295.7352 	EXP 	Instruction_next_trial: autoDraw = False
295.7352 	EXP 	cross_listen: autoDraw = True
307.7349 	EXP 	cross_listen: autoDraw = False
307.7349 	EXP 	Instruction_next_trial: autoDraw = True
308.7186 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
308.7349 	EXP 	Instruction_next_trial: autoDraw = False
308.7349 	EXP 	cross_listen: autoDraw = True
320.7346 	EXP 	cross_listen: autoDraw = False
320.7346 	EXP 	Instruction_next_trial: autoDraw = True
321.7182 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
321.7391 	EXP 	Instruction_next_trial: autoDraw = False
321.7391 	EXP 	cross_listen: autoDraw = True
333.7342 	EXP 	cross_listen: autoDraw = False
333.7342 	EXP 	Instruction_next_trial: autoDraw = True
334.7179 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
334.7341 	EXP 	Instruction_next_trial: autoDraw = False
334.7341 	EXP 	cross_listen: autoDraw = True
346.7339 	EXP 	cross_listen: autoDraw = False
346.7339 	EXP 	Instruction_next_trial: autoDraw = True
347.7176 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
347.7338 	EXP 	Instruction_next_trial: autoDraw = False
347.7338 	EXP 	cross_listen: autoDraw = True
359.7335 	EXP 	cross_listen: autoDraw = False
359.7335 	EXP 	Instruction_next_trial: autoDraw = True
360.7174 	EXP 	New trial (rep=4, index=0): None
360.7261 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
360.7269 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
360.7273 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
360.7397 	EXP 	Instruction_next_trial: autoDraw = False
360.7397 	EXP 	cross_listen: autoDraw = True
372.7332 	EXP 	cross_listen: autoDraw = False
372.7332 	EXP 	Instruction_next_trial: autoDraw = True
373.7169 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
373.7332 	EXP 	Instruction_next_trial: autoDraw = False
373.7332 	EXP 	cross_listen: autoDraw = True
385.7329 	EXP 	cross_listen: autoDraw = False
385.7329 	EXP 	Instruction_next_trial: autoDraw = True
386.7166 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
386.7328 	EXP 	Instruction_next_trial: autoDraw = False
386.7328 	EXP 	cross_listen: autoDraw = True
398.7343 	EXP 	cross_listen: autoDraw = False
398.7343 	EXP 	Instruction_next_trial: autoDraw = True
399.7225 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
399.7348 	EXP 	Instruction_next_trial: autoDraw = False
399.7348 	EXP 	cross_listen: autoDraw = True
411.7322 	EXP 	cross_listen: autoDraw = False
411.7322 	EXP 	Instruction_next_trial: autoDraw = True
412.7209 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
412.7341 	EXP 	Instruction_next_trial: autoDraw = False
412.7341 	EXP 	cross_listen: autoDraw = True
424.7336 	EXP 	cross_listen: autoDraw = False
424.7336 	EXP 	Instruction_next_trial: autoDraw = True
425.7157 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
425.7337 	EXP 	Instruction_next_trial: autoDraw = False
425.7337 	EXP 	cross_listen: autoDraw = True
437.7355 	EXP 	cross_listen: autoDraw = False
437.7355 	EXP 	Instruction_next_trial: autoDraw = True
438.7165 	EXP 	New trial (rep=5, index=0): None
438.7271 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
438.7278 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
438.7282 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
438.7402 	EXP 	Instruction_next_trial: autoDraw = False
438.7402 	EXP 	cross_listen: autoDraw = True
450.7312 	EXP 	cross_listen: autoDraw = False
450.7312 	EXP 	Instruction_next_trial: autoDraw = True
451.7184 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
451.7317 	EXP 	Instruction_next_trial: autoDraw = False
451.7317 	EXP 	cross_listen: autoDraw = True
463.7309 	EXP 	cross_listen: autoDraw = False
463.7309 	EXP 	Instruction_next_trial: autoDraw = True
464.7147 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
464.7310 	EXP 	Instruction_next_trial: autoDraw = False
464.7310 	EXP 	cross_listen: autoDraw = True
476.7306 	EXP 	cross_listen: autoDraw = False
476.7306 	EXP 	Instruction_next_trial: autoDraw = True
477.7144 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
477.7306 	EXP 	Instruction_next_trial: autoDraw = False
477.7306 	EXP 	cross_listen: autoDraw = True
489.7303 	EXP 	cross_listen: autoDraw = False
489.7303 	EXP 	Instruction_next_trial: autoDraw = True
490.7140 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
490.7354 	EXP 	Instruction_next_trial: autoDraw = False
490.7354 	EXP 	cross_listen: autoDraw = True
502.7300 	EXP 	cross_listen: autoDraw = False
502.7300 	EXP 	Instruction_next_trial: autoDraw = True
503.7137 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
503.7323 	EXP 	Instruction_next_trial: autoDraw = False
503.7323 	EXP 	cross_listen: autoDraw = True
515.7298 	EXP 	cross_listen: autoDraw = False
515.7298 	EXP 	Instruction_next_trial: autoDraw = True
516.7135 	EXP 	New trial (rep=6, index=0): None
516.7219 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
516.7227 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
516.7231 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
516.7357 	EXP 	Instruction_next_trial: autoDraw = False
516.7357 	EXP 	cross_listen: autoDraw = True
528.7293 	EXP 	cross_listen: autoDraw = False
528.7293 	EXP 	Instruction_next_trial: autoDraw = True
529.7131 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
529.7293 	EXP 	Instruction_next_trial: autoDraw = False
529.7293 	EXP 	cross_listen: autoDraw = True
541.7309 	EXP 	cross_listen: autoDraw = False
541.7309 	EXP 	Instruction_next_trial: autoDraw = True
542.7128 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
542.7330 	EXP 	Instruction_next_trial: autoDraw = False
542.7330 	EXP 	cross_listen: autoDraw = True
554.7286 	EXP 	cross_listen: autoDraw = False
554.7286 	EXP 	Instruction_next_trial: autoDraw = True
555.7137 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
555.7287 	EXP 	Instruction_next_trial: autoDraw = False
555.7287 	EXP 	cross_listen: autoDraw = True
567.7283 	EXP 	cross_listen: autoDraw = False
567.7283 	EXP 	Instruction_next_trial: autoDraw = True
568.7120 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
568.7285 	EXP 	Instruction_next_trial: autoDraw = False
568.7285 	EXP 	cross_listen: autoDraw = True
580.7280 	EXP 	cross_listen: autoDraw = False
580.7280 	EXP 	Instruction_next_trial: autoDraw = True
581.7168 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
581.7299 	EXP 	Instruction_next_trial: autoDraw = False
581.7299 	EXP 	cross_listen: autoDraw = True
593.7443 	EXP 	cross_listen: autoDraw = False
593.7443 	EXP 	Instruction_next_trial: autoDraw = True
594.7282 	EXP 	New trial (rep=7, index=0): None
594.7370 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
594.7377 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
594.7381 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
594.7507 	EXP 	Instruction_next_trial: autoDraw = False
594.7507 	EXP 	cross_listen: autoDraw = True
606.7440 	EXP 	cross_listen: autoDraw = False
606.7440 	EXP 	Instruction_next_trial: autoDraw = True
607.7125 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
607.7272 	EXP 	Instruction_next_trial: autoDraw = False
607.7272 	EXP 	cross_listen: autoDraw = True
619.7270 	EXP 	cross_listen: autoDraw = False
619.7270 	EXP 	cross_listen: autoDraw = False
619.7270 	EXP 	Instruction_next_trial: autoDraw = True
620.7114 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
620.7270 	EXP 	Instruction_next_trial: autoDraw = False
620.7270 	EXP 	Instruction_next_trial: autoDraw = False
620.7270 	EXP 	cross_listen: autoDraw = True
632.7265 	EXP 	cross_listen: autoDraw = False
632.7265 	EXP 	cross_listen: autoDraw = False
632.7265 	EXP 	Instruction_next_trial: autoDraw = True
633.7144 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
633.7275 	EXP 	Instruction_next_trial: autoDraw = False
633.7275 	EXP 	cross_listen: autoDraw = True
645.7263 	EXP 	cross_listen: autoDraw = False
645.7263 	EXP 	Instruction_next_trial: autoDraw = True
646.7142 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
646.7274 	EXP 	Instruction_next_trial: autoDraw = False
646.7274 	EXP 	cross_listen: autoDraw = True
658.7427 	EXP 	cross_listen: autoDraw = False
658.7427 	EXP 	Instruction_next_trial: autoDraw = True
659.7265 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
659.7426 	EXP 	Instruction_next_trial: autoDraw = False
659.7426 	EXP 	cross_listen: autoDraw = True
671.7463 	EXP 	cross_listen: autoDraw = False
671.7463 	EXP 	Instruction_next_trial: autoDraw = True
672.7263 	EXP 	New trial (rep=8, index=0): None
672.7361 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
672.7372 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
672.7377 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
672.7496 	EXP 	Instruction_next_trial: autoDraw = False
672.7496 	EXP 	cross_listen: autoDraw = True
684.7421 	EXP 	cross_listen: autoDraw = False
684.7421 	EXP 	Instruction_next_trial: autoDraw = True
685.7259 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
685.7443 	EXP 	Instruction_next_trial: autoDraw = False
685.7443 	EXP 	cross_listen: autoDraw = True
697.7416 	EXP 	cross_listen: autoDraw = False
697.7416 	EXP 	Instruction_next_trial: autoDraw = True
698.7255 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
698.7417 	EXP 	Instruction_next_trial: autoDraw = False
698.7417 	EXP 	cross_listen: autoDraw = True
710.7414 	EXP 	cross_listen: autoDraw = False
710.7414 	EXP 	Instruction_next_trial: autoDraw = True
711.7252 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
711.7414 	EXP 	Instruction_next_trial: autoDraw = False
711.7414 	EXP 	cross_listen: autoDraw = True
723.7410 	EXP 	cross_listen: autoDraw = False
723.7410 	EXP 	Instruction_next_trial: autoDraw = True
724.7249 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
724.7411 	EXP 	Instruction_next_trial: autoDraw = False
724.7411 	EXP 	cross_listen: autoDraw = True
736.7443 	EXP 	cross_listen: autoDraw = False
736.7443 	EXP 	Instruction_next_trial: autoDraw = True
737.7244 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
737.7424 	EXP 	Instruction_next_trial: autoDraw = False
737.7424 	EXP 	cross_listen: autoDraw = True
749.7237 	EXP 	cross_listen: autoDraw = False
749.7237 	EXP 	Instruction_next_trial: autoDraw = True
750.7090 	EXP 	New trial (rep=9, index=0): None
750.7175 	EXP 	Imported stimuli_list.xlsx as conditions, 6 conditions, 1 params
750.7183 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
750.7187 	EXP 	New trial (rep=0, index=0): {'stimuli_name': 'audio/exp0/snare_iso.wav'}
750.7314 	EXP 	Instruction_next_trial: autoDraw = False
750.7314 	EXP 	Instruction_next_trial: autoDraw = False
750.7314 	EXP 	cross_listen: autoDraw = True
762.7233 	EXP 	cross_listen: autoDraw = False
762.7233 	EXP 	Instruction_next_trial: autoDraw = True
763.7104 	EXP 	New trial (rep=0, index=1): {'stimuli_name': 'audio/exp0/kick_mp2.wav'}
763.7233 	EXP 	Instruction_next_trial: autoDraw = False
763.7233 	EXP 	Instruction_next_trial: autoDraw = False
763.7233 	EXP 	cross_listen: autoDraw = True
775.7250 	EXP 	cross_listen: autoDraw = False
775.7250 	EXP 	cross_listen: autoDraw = False
775.7250 	EXP 	Instruction_next_trial: autoDraw = True
776.7257 	EXP 	New trial (rep=0, index=2): {'stimuli_name': 'audio/exp0/kick_mp1.wav'}
776.7397 	EXP 	Instruction_next_trial: autoDraw = False
776.7397 	EXP 	cross_listen: autoDraw = True
788.7388 	EXP 	cross_listen: autoDraw = False
788.7388 	EXP 	Instruction_next_trial: autoDraw = True
789.7226 	EXP 	New trial (rep=0, index=3): {'stimuli_name': 'audio/exp0/snare_mp2.wav'}
789.7387 	EXP 	Instruction_next_trial: autoDraw = False
789.7387 	EXP 	cross_listen: autoDraw = True
812.9906 	EXP 	New trial (rep=0, index=4): {'stimuli_name': 'audio/exp0/snare_mp1.wav'}
815.2094 	EXP 	cross_listen: autoDraw = False
815.2094 	EXP 	Instruction_next_trial: autoDraw = False
815.2094 	EXP 	cross_listen: autoDraw = True
815.2438 	EXP 	cross_listen: autoDraw = False
815.2438 	EXP 	Instruction_next_trial: autoDraw = True
815.7204 	EXP 	New trial (rep=0, index=5): {'stimuli_name': 'audio/exp0/kick_iso.wav'}
815.7641 	EXP 	Instruction_next_trial: autoDraw = False
815.7641 	EXP 	cross_listen: autoDraw = True
